C0-I	C1-I
TRINITY_DN18825_c2_g1_i6	TRINITY_DN1903_c0_g1_i14
TRINITY_DN18838_c0_g1_i1	TRINITY_DN1903_c0_g1_i4
TRINITY_DN1883_c0_g1_i3	TRINITY_DN19053_c1_g1_i2
TRINITY_DN1884_c0_g3_i4	TRINITY_DN19069_c1_g1_i1
TRINITY_DN188606_c0_g3_i3	TRINITY_DN19077_c2_g1_i1
TRINITY_DN18879_c1_g1_i3	TRINITY_DN19078_c0_g1_i6
TRINITY_DN1887_c0_g3_i1	TRINITY_DN19079_c0_g2_i5
TRINITY_DN18903_c0_g1_i2	TRINITY_DN19089_c0_g1_i2
TRINITY_DN1891_c0_g1_i3	TRINITY_DN1908_c0_g1_i12
TRINITY_DN1892_c0_g2_i3	TRINITY_DN190_c2_g1_i1
TRINITY_DN1892_c0_g2_i6	TRINITY_DN190_c2_g2_i2
TRINITY_DN18932_c0_g1_i1	TRINITY_DN190_c2_g5_i1
TRINITY_DN1894_c0_g2_i4	TRINITY_DN191205_c0_g2_i1
TRINITY_DN18951_c0_g1_i8	TRINITY_DN19132_c0_g4_i1
TRINITY_DN18955_c0_g1_i1	TRINITY_DN1913_c0_g1_i1
TRINITY_DN18955_c0_g1_i4	TRINITY_DN1914_c0_g3_i1
TRINITY_DN18958_c0_g2_i3	TRINITY_DN1915_c3_g1_i1
TRINITY_DN1895_c0_g1_i2	TRINITY_DN19189_c4_g3_i1
TRINITY_DN1895_c0_g1_i4	TRINITY_DN1919_c1_g1_i1
TRINITY_DN1895_c2_g1_i3	TRINITY_DN19219_c0_g2_i1
TRINITY_DN18971_c0_g1_i1	TRINITY_DN1922_c0_g1_i3
TRINITY_DN18971_c0_g1_i3	TRINITY_DN192392_c0_g1_i1
TRINITY_DN1898_c3_g1_i1	TRINITY_DN19249_c0_g1_i1
TRINITY_DN18997_c0_g4_i1	TRINITY_DN1925_c0_g2_i2
TRINITY_DN18_c0_g1_i1	TRINITY_DN192786_c1_g1_i1
TRINITY_DN18_c1_g1_i1	TRINITY_DN1927_c0_g2_i9
TRINITY_DN1901_c0_g2_i4	TRINITY_DN19290_c0_g1_i1
TRINITY_DN19036_c0_g1_i9	TRINITY_DN19295_c0_g1_i1
TRINITY_DN19071_c0_g2_i3	TRINITY_DN19300_c0_g2_i1
TRINITY_DN1909_c0_g1_i2	TRINITY_DN1930_c0_g1_i1
TRINITY_DN19100_c0_g1_i2	TRINITY_DN1930_c1_g1_i1
TRINITY_DN19114_c0_g2_i2	TRINITY_DN1930_c1_g1_i7
TRINITY_DN1911_c0_g1_i4	TRINITY_DN1930_c1_g1_i8
TRINITY_DN1913_c0_g1_i6	TRINITY_DN1930_c1_g2_i1
TRINITY_DN19152_c0_g5_i2	TRINITY_DN1930_c2_g2_i1
TRINITY_DN19157_c0_g1_i2	TRINITY_DN193144_c1_g1_i2
TRINITY_DN1915_c1_g4_i1	TRINITY_DN1933_c0_g1_i3
TRINITY_DN19164_c0_g1_i1	TRINITY_DN1934_c6_g1_i1
TRINITY_DN1917_c0_g2_i3	TRINITY_DN19350_c0_g1_i1
TRINITY_DN1918_c0_g2_i1	TRINITY_DN1936_c0_g2_i2
TRINITY_DN19194_c0_g2_i6	TRINITY_DN1936_c0_g2_i3
TRINITY_DN1919_c0_g1_i10	TRINITY_DN19373_c0_g1_i1
TRINITY_DN1920_c0_g1_i1	TRINITY_DN19374_c1_g1_i2
TRINITY_DN192256_c0_g1_i1	TRINITY_DN19381_c1_g1_i1
TRINITY_DN19231_c0_g1_i9	TRINITY_DN1938_c1_g1_i1
TRINITY_DN19245_c0_g2_i1	TRINITY_DN1939_c0_g1_i2
TRINITY_DN1924_c0_g1_i7	TRINITY_DN19410_c0_g1_i1
TRINITY_DN1925_c0_g1_i3	TRINITY_DN19414_c1_g1_i6
TRINITY_DN1926_c0_g5_i1	TRINITY_DN19418_c0_g1_i1
TRINITY_DN1926_c0_g5_i2	TRINITY_DN1941_c0_g2_i2
TRINITY_DN1930_c11_g1_i1	TRINITY_DN1944_c1_g3_i8
TRINITY_DN1930_c1_g3_i2	TRINITY_DN1944_c3_g1_i6
TRINITY_DN1930_c4_g2_i1	TRINITY_DN19455_c0_g1_i4
TRINITY_DN1930_c5_g1_i1	TRINITY_DN194_c15_g1_i1
TRINITY_DN1930_c5_g1_i2	TRINITY_DN19511_c0_g1_i1
TRINITY_DN19318_c0_g1_i1	TRINITY_DN1952_c4_g1_i8
TRINITY_DN19331_c0_g1_i1	TRINITY_DN1953_c0_g2_i1
TRINITY_DN1934_c0_g1_i17	TRINITY_DN195436_c0_g1_i1
TRINITY_DN19350_c0_g1_i4	TRINITY_DN1954_c0_g2_i33
TRINITY_DN19350_c0_g2_i1	TRINITY_DN1954_c0_g2_i37
TRINITY_DN19358_c0_g1_i12	TRINITY_DN1955_c0_g2_i1
TRINITY_DN19361_c0_g1_i2	TRINITY_DN19569_c0_g1_i1
TRINITY_DN193647_c0_g1_i1	TRINITY_DN19570_c2_g1_i1
TRINITY_DN193_c0_g1_i1	TRINITY_DN19587_c0_g1_i4
TRINITY_DN19430_c0_g1_i1	TRINITY_DN19611_c0_g1_i1
TRINITY_DN19432_c0_g2_i12	TRINITY_DN19612_c0_g1_i1
TRINITY_DN1943_c0_g1_i4	TRINITY_DN19613_c0_g1_i5
TRINITY_DN19443_c0_g1_i2	TRINITY_DN19621_c0_g2_i2
TRINITY_DN1944_c2_g1_i6	TRINITY_DN19621_c0_g3_i1
TRINITY_DN19455_c0_g1_i9	TRINITY_DN19623_c0_g1_i7
TRINITY_DN1946_c0_g1_i2	TRINITY_DN1962_c1_g1_i2
TRINITY_DN1946_c0_g2_i1	TRINITY_DN1962_c1_g3_i1
TRINITY_DN1946_c1_g2_i1	TRINITY_DN19631_c0_g2_i1
TRINITY_DN19474_c0_g1_i3	TRINITY_DN19647_c0_g1_i1
TRINITY_DN1948_c0_g1_i1	TRINITY_DN196592_c2_g1_i2
TRINITY_DN1949_c0_g1_i3	TRINITY_DN19675_c0_g1_i1
TRINITY_DN1949_c0_g1_i5	TRINITY_DN19741_c0_g2_i1
TRINITY_DN1949_c0_g2_i1	TRINITY_DN1975_c0_g1_i5
TRINITY_DN194_c1_g1_i4	TRINITY_DN1977_c0_g5_i1
TRINITY_DN194_c2_g1_i1	TRINITY_DN1978_c1_g1_i2
TRINITY_DN19504_c1_g1_i6	TRINITY_DN19810_c0_g1_i1
TRINITY_DN1950_c0_g1_i10	TRINITY_DN198179_c0_g2_i1
TRINITY_DN1950_c0_g1_i5	TRINITY_DN1982_c0_g2_i7
TRINITY_DN1950_c0_g2_i1	TRINITY_DN19848_c0_g1_i8
TRINITY_DN1950_c1_g4_i4	TRINITY_DN1984_c0_g1_i1
TRINITY_DN19510_c0_g1_i2	TRINITY_DN1984_c0_g2_i1
TRINITY_DN19514_c1_g1_i1	TRINITY_DN1984_c0_g3_i1
TRINITY_DN1951_c0_g1_i6	TRINITY_DN19855_c0_g3_i2
TRINITY_DN1952_c1_g1_i1	TRINITY_DN19859_c0_g1_i4
TRINITY_DN1954_c0_g2_i24	TRINITY_DN19886_c0_g1_i1
TRINITY_DN1955_c0_g1_i1	TRINITY_DN1988_c0_g1_i3
TRINITY_DN19585_c0_g2_i4	TRINITY_DN1989_c3_g1_i1
TRINITY_DN1959_c0_g1_i1	TRINITY_DN1991_c1_g3_i1
TRINITY_DN1960_c0_g1_i1	TRINITY_DN199200_c0_g3_i2
TRINITY_DN19627_c0_g1_i1	TRINITY_DN1992_c0_g2_i2
TRINITY_DN19631_c0_g1_i5	TRINITY_DN19943_c0_g1_i2
TRINITY_DN19637_c1_g1_i3	TRINITY_DN19962_c0_g1_i1
TRINITY_DN1967_c0_g1_i1	TRINITY_DN19969_c3_g1_i1
TRINITY_DN1967_c0_g2_i2	TRINITY_DN19970_c1_g1_i1
TRINITY_DN19687_c0_g1_i1	TRINITY_DN1998_c0_g1_i3
TRINITY_DN19691_c0_g1_i15	TRINITY_DN1998_c0_g1_i6
TRINITY_DN196963_c0_g1_i4	TRINITY_DN1999_c0_g4_i8
TRINITY_DN19707_c0_g1_i2	TRINITY_DN199_c1_g4_i1
TRINITY_DN19717_c0_g1_i4	TRINITY_DN19_c0_g1_i1
TRINITY_DN1971_c0_g1_i3	TRINITY_DN1_c0_g3_i1
TRINITY_DN19727_c0_g1_i5	TRINITY_DN1_c1_g1_i20
TRINITY_DN197296_c0_g1_i1	TRINITY_DN1_c2_g1_i10
TRINITY_DN19740_c0_g1_i2	TRINITY_DN2000_c0_g3_i11
TRINITY_DN1974_c0_g2_i2	TRINITY_DN20026_c2_g1_i1
TRINITY_DN1974_c0_g2_i8	TRINITY_DN20057_c1_g1_i11
TRINITY_DN19758_c0_g1_i5	TRINITY_DN20061_c0_g1_i1
TRINITY_DN19777_c0_g1_i2	TRINITY_DN2006_c0_g1_i3
TRINITY_DN197831_c0_g1_i1	TRINITY_DN20075_c0_g1_i3
TRINITY_DN1979_c0_g1_i2	TRINITY_DN2008_c1_g1_i3
TRINITY_DN1979_c0_g1_i7	TRINITY_DN20092_c0_g1_i2
TRINITY_DN197_c1_g2_i1	TRINITY_DN2009_c0_g1_i12
TRINITY_DN197_c5_g1_i2	TRINITY_DN200_c0_g2_i3
TRINITY_DN19816_c0_g2_i3	TRINITY_DN20101_c0_g1_i5
TRINITY_DN198571_c0_g1_i2	TRINITY_DN20113_c0_g1_i9
TRINITY_DN1985_c1_g1_i2	TRINITY_DN20114_c0_g2_i1
TRINITY_DN19893_c0_g2_i4	TRINITY_DN2011_c0_g1_i19
TRINITY_DN1989_c2_g1_i1	TRINITY_DN2011_c0_g1_i2
TRINITY_DN1990_c0_g1_i6	TRINITY_DN20129_c0_g1_i1
TRINITY_DN1991_c0_g1_i1	TRINITY_DN2013_c9_g1_i4
TRINITY_DN1991_c1_g2_i1	TRINITY_DN20151_c0_g1_i4
TRINITY_DN19927_c0_g1_i1	TRINITY_DN20159_c0_g1_i1
TRINITY_DN1992_c0_g1_i4	TRINITY_DN2015_c0_g1_i8
TRINITY_DN1992_c0_g2_i3	TRINITY_DN2016_c0_g1_i3
TRINITY_DN199505_c0_g1_i2	TRINITY_DN2016_c0_g1_i4
TRINITY_DN19951_c0_g1_i1	TRINITY_DN2016_c0_g1_i5
TRINITY_DN1998_c0_g1_i7	TRINITY_DN2017_c1_g1_i5
TRINITY_DN199_c0_g1_i5	TRINITY_DN2017_c1_g1_i6
TRINITY_DN19_c12_g1_i1	TRINITY_DN201_c0_g3_i1
TRINITY_DN20004_c0_g1_i3	TRINITY_DN201_c1_g2_i2
TRINITY_DN20008_c0_g1_i2	TRINITY_DN201_c1_g2_i3
TRINITY_DN20033_c0_g1_i2	TRINITY_DN20218_c1_g1_i1
TRINITY_DN2005_c0_g1_i1	TRINITY_DN2023_c0_g1_i1
TRINITY_DN20073_c0_g1_i3	TRINITY_DN2023_c0_g1_i7
TRINITY_DN20073_c0_g1_i4	TRINITY_DN20240_c0_g2_i1
TRINITY_DN20073_c0_g1_i8	TRINITY_DN2024_c0_g2_i4
TRINITY_DN20083_c0_g2_i1	TRINITY_DN2025_c0_g3_i3
TRINITY_DN20099_c0_g1_i11	TRINITY_DN2025_c2_g2_i1
TRINITY_DN20099_c0_g1_i8	TRINITY_DN20289_c0_g1_i5
TRINITY_DN200_c0_g1_i3	TRINITY_DN2029_c0_g2_i1
TRINITY_DN200_c0_g1_i7	TRINITY_DN2029_c2_g1_i12
TRINITY_DN200_c0_g2_i6	TRINITY_DN202_c0_g1_i4
TRINITY_DN20106_c0_g1_i1	TRINITY_DN2031_c0_g1_i2
TRINITY_DN20106_c0_g2_i1	TRINITY_DN20342_c0_g1_i6
TRINITY_DN2013_c0_g1_i19	TRINITY_DN20359_c0_g1_i3
TRINITY_DN2014_c1_g1_i1	TRINITY_DN20369_c0_g1_i1
TRINITY_DN2015_c0_g2_i1	TRINITY_DN20369_c0_g1_i2
TRINITY_DN20170_c0_g1_i2	TRINITY_DN20376_c2_g1_i1
TRINITY_DN20170_c0_g1_i3	TRINITY_DN2042_c0_g2_i1
TRINITY_DN20178_c0_g1_i1	TRINITY_DN2042_c0_g2_i2
TRINITY_DN2017_c0_g4_i1	TRINITY_DN20437_c0_g1_i5
TRINITY_DN2017_c0_g5_i1	TRINITY_DN2043_c0_g1_i10
TRINITY_DN2017_c18_g1_i1	TRINITY_DN2043_c0_g3_i1
TRINITY_DN201_c1_g1_i5	TRINITY_DN2043_c1_g2_i1
TRINITY_DN20209_c0_g1_i2	TRINITY_DN20440_c0_g1_i2
TRINITY_DN20225_c0_g1_i3	TRINITY_DN20441_c0_g1_i1
TRINITY_DN20229_c0_g2_i3	TRINITY_DN20443_c0_g4_i2
TRINITY_DN2022_c0_g2_i2	TRINITY_DN20454_c0_g1_i1
TRINITY_DN2025_c1_g1_i7	TRINITY_DN204575_c3_g1_i1
TRINITY_DN20260_c0_g2_i6	TRINITY_DN20458_c0_g1_i4
TRINITY_DN20264_c0_g2_i1	TRINITY_DN2045_c0_g2_i1
TRINITY_DN20264_c3_g1_i1	TRINITY_DN2045_c0_g2_i3
TRINITY_DN2026_c1_g1_i1	TRINITY_DN2046_c0_g2_i1
TRINITY_DN2027_c0_g1_i4	TRINITY_DN2048_c0_g1_i1
TRINITY_DN20293_c0_g2_i2	TRINITY_DN2048_c0_g2_i4
TRINITY_DN2029_c2_g1_i17	TRINITY_DN204_c2_g1_i6
TRINITY_DN20311_c0_g3_i1	TRINITY_DN20517_c0_g1_i2
TRINITY_DN2032_c0_g1_i2	TRINITY_DN2053_c1_g1_i1
TRINITY_DN20337_c0_g2_i1	TRINITY_DN2054_c0_g1_i1
TRINITY_DN2033_c1_g1_i1	TRINITY_DN2058_c0_g1_i2
TRINITY_DN2033_c2_g1_i3	TRINITY_DN20590_c0_g4_i2
TRINITY_DN20340_c0_g2_i3	TRINITY_DN20622_c0_g2_i1
TRINITY_DN20347_c0_g1_i1	TRINITY_DN20636_c0_g2_i2
TRINITY_DN2036_c0_g1_i1	TRINITY_DN2064_c0_g1_i9
TRINITY_DN2036_c0_g1_i3	TRINITY_DN2065_c15_g1_i1
TRINITY_DN2036_c0_g1_i6	TRINITY_DN2066_c1_g1_i1
TRINITY_DN20372_c0_g1_i1	TRINITY_DN20679_c0_g1_i1
TRINITY_DN20389_c0_g1_i1	TRINITY_DN2069_c0_g1_i15
TRINITY_DN204312_c0_g1_i3	TRINITY_DN206_c0_g1_i11
TRINITY_DN20431_c0_g1_i3	TRINITY_DN20700_c0_g1_i4
TRINITY_DN20442_c0_g1_i1	TRINITY_DN20717_c0_g1_i1
TRINITY_DN2044_c1_g1_i2	TRINITY_DN20723_c0_g1_i1
TRINITY_DN2044_c1_g1_i4	TRINITY_DN20738_c0_g1_i1
TRINITY_DN2044_c1_g1_i5	TRINITY_DN2074_c1_g2_i1
TRINITY_DN2044_c1_g2_i1	TRINITY_DN2076_c2_g1_i4
TRINITY_DN2049_c0_g1_i3	TRINITY_DN20774_c0_g1_i7
TRINITY_DN204_c0_g1_i2	TRINITY_DN207_c2_g2_i1
TRINITY_DN204_c5_g1_i3	TRINITY_DN20833_c0_g1_i2
TRINITY_DN20506_c0_g2_i1	TRINITY_DN20837_c1_g1_i1
TRINITY_DN2050_c0_g1_i5	TRINITY_DN20842_c0_g1_i1
TRINITY_DN20512_c0_g1_i1	TRINITY_DN20857_c0_g1_i4
TRINITY_DN205238_c0_g1_i1	TRINITY_DN2088_c1_g1_i1
TRINITY_DN20528_c0_g1_i3	TRINITY_DN2088_c3_g1_i2
TRINITY_DN20536_c0_g1_i1	TRINITY_DN20895_c0_g1_i5
TRINITY_DN2053_c0_g1_i8	TRINITY_DN20895_c1_g2_i1
TRINITY_DN20542_c0_g1_i7	TRINITY_DN20904_c0_g1_i5
TRINITY_DN2059_c0_g1_i1	TRINITY_DN2090_c0_g1_i2
TRINITY_DN2059_c0_g1_i7	TRINITY_DN2095_c3_g1_i2
TRINITY_DN205_c0_g1_i1	TRINITY_DN20979_c0_g1_i1
TRINITY_DN205_c0_g1_i3	TRINITY_DN2097_c0_g1_i4
TRINITY_DN2065_c0_g4_i1	TRINITY_DN20994_c0_g2_i3
TRINITY_DN206_c1_g1_i3	TRINITY_DN20_c0_g1_i6
TRINITY_DN206_c1_g3_i1	TRINITY_DN21030_c4_g1_i1
TRINITY_DN20714_c0_g1_i1	TRINITY_DN21034_c1_g1_i1
TRINITY_DN20731_c1_g1_i1	TRINITY_DN21072_c0_g1_i1
TRINITY_DN2073_c0_g1_i3	TRINITY_DN21083_c0_g1_i1
TRINITY_DN2074_c0_g1_i1	TRINITY_DN21089_c0_g1_i2
TRINITY_DN20757_c0_g1_i2	TRINITY_DN21089_c0_g1_i4
TRINITY_DN2076_c1_g1_i1	TRINITY_DN21089_c1_g1_i3
TRINITY_DN20794_c2_g1_i2	TRINITY_DN21096_c1_g1_i3
TRINITY_DN20799_c0_g1_i1	TRINITY_DN2109_c0_g2_i1
TRINITY_DN20811_c0_g4_i1	TRINITY_DN210_c0_g1_i7
TRINITY_DN20815_c0_g1_i1	TRINITY_DN210_c0_g1_i9
TRINITY_DN2082_c0_g3_i1	TRINITY_DN21121_c0_g1_i2
TRINITY_DN2084_c1_g1_i3	TRINITY_DN2115_c0_g4_i1
TRINITY_DN2085_c0_g1_i1	TRINITY_DN2116_c6_g1_i1
TRINITY_DN2088_c0_g1_i2	TRINITY_DN21175_c0_g1_i1
TRINITY_DN20895_c0_g1_i2	TRINITY_DN21186_c0_g1_i1
TRINITY_DN209147_c1_g1_i5	TRINITY_DN21187_c0_g1_i2
TRINITY_DN2095_c5_g1_i4	TRINITY_DN211898_c0_g1_i1
TRINITY_DN20982_c0_g2_i2	TRINITY_DN2118_c0_g1_i3
TRINITY_DN20986_c0_g2_i3	TRINITY_DN21193_c0_g1_i1
TRINITY_DN20_c1_g1_i1	TRINITY_DN2119_c0_g1_i19
TRINITY_DN20_c1_g1_i2	TRINITY_DN21200_c0_g4_i1
TRINITY_DN21035_c1_g1_i8	TRINITY_DN21203_c0_g1_i1
TRINITY_DN21040_c2_g1_i1	TRINITY_DN2120_c0_g2_i3
TRINITY_DN21040_c4_g2_i3	TRINITY_DN2120_c0_g2_i5
TRINITY_DN21040_c4_g2_i4	TRINITY_DN2120_c0_g2_i9
TRINITY_DN21050_c1_g1_i5	TRINITY_DN2123_c0_g1_i7
TRINITY_DN2107_c0_g1_i10	TRINITY_DN2125_c0_g3_i1
TRINITY_DN2107_c0_g1_i3	TRINITY_DN21283_c0_g1_i1
TRINITY_DN2107_c0_g1_i9	TRINITY_DN2129_c1_g1_i2
TRINITY_DN21081_c2_g4_i1	TRINITY_DN212_c0_g1_i7
TRINITY_DN21085_c0_g3_i5	TRINITY_DN21313_c0_g1_i3
TRINITY_DN21091_c1_g2_i1	TRINITY_DN2132_c0_g1_i1
TRINITY_DN21118_c0_g1_i1	TRINITY_DN2132_c1_g1_i1
TRINITY_DN21127_c1_g1_i1	TRINITY_DN2133_c3_g1_i1
TRINITY_DN2113_c0_g1_i10	TRINITY_DN21354_c0_g1_i1
TRINITY_DN2115_c0_g1_i1	TRINITY_DN2136_c0_g1_i4
TRINITY_DN2115_c0_g3_i7	TRINITY_DN2136_c1_g3_i1
TRINITY_DN21174_c0_g1_i6	TRINITY_DN2138_c2_g1_i1
TRINITY_DN2117_c0_g2_i1	TRINITY_DN2138_c6_g1_i1
TRINITY_DN2119_c0_g1_i17	TRINITY_DN213_c1_g1_i1
TRINITY_DN2119_c0_g1_i3	TRINITY_DN21401_c0_g1_i1
TRINITY_DN211_c0_g1_i2	TRINITY_DN2141_c0_g2_i12
TRINITY_DN211_c0_g2_i1	TRINITY_DN2141_c0_g2_i4
TRINITY_DN21203_c0_g1_i3	TRINITY_DN21429_c0_g1_i4
TRINITY_DN21210_c0_g1_i1	TRINITY_DN2143_c1_g1_i1
TRINITY_DN21220_c0_g1_i2	TRINITY_DN21440_c0_g1_i1
TRINITY_DN21230_c0_g3_i1	TRINITY_DN2144_c0_g2_i1
TRINITY_DN21230_c1_g1_i1	TRINITY_DN2144_c5_g1_i2
TRINITY_DN2123_c0_g1_i47	TRINITY_DN2145_c0_g2_i11
TRINITY_DN212531_c3_g1_i1	TRINITY_DN2145_c0_g2_i5
TRINITY_DN21259_c1_g1_i1	TRINITY_DN2146_c0_g1_i4
TRINITY_DN21263_c0_g4_i7	TRINITY_DN21481_c0_g1_i6
TRINITY_DN21264_c1_g1_i1	TRINITY_DN214862_c0_g1_i1
TRINITY_DN21293_c3_g1_i2	TRINITY_DN2148_c1_g2_i1
TRINITY_DN2129_c0_g1_i7	TRINITY_DN2148_c5_g2_i2
TRINITY_DN2130_c0_g1_i3	TRINITY_DN21497_c0_g1_i8
TRINITY_DN21316_c0_g1_i3	TRINITY_DN21513_c2_g1_i1
TRINITY_DN21316_c0_g1_i4	TRINITY_DN21516_c1_g1_i1
TRINITY_DN213355_c0_g1_i1	TRINITY_DN21517_c0_g2_i1
TRINITY_DN2133_c0_g2_i1	TRINITY_DN2153_c0_g2_i1
TRINITY_DN21347_c0_g1_i2	TRINITY_DN2153_c0_g2_i3
TRINITY_DN21349_c0_g1_i3	TRINITY_DN2156_c6_g1_i11
TRINITY_DN2134_c0_g1_i1	TRINITY_DN2158_c0_g1_i10
TRINITY_DN2134_c0_g1_i2	TRINITY_DN2158_c0_g1_i11
TRINITY_DN2134_c0_g1_i3	TRINITY_DN2158_c0_g1_i3
TRINITY_DN21351_c0_g1_i17	TRINITY_DN21594_c0_g1_i1
TRINITY_DN2136_c1_g1_i2	TRINITY_DN215_c0_g1_i1
TRINITY_DN2137_c0_g1_i3	TRINITY_DN215_c0_g1_i5
TRINITY_DN2138_c11_g1_i1	TRINITY_DN215_c0_g1_i7
TRINITY_DN2138_c1_g2_i2	TRINITY_DN215_c1_g1_i2
TRINITY_DN2138_c1_g3_i2	TRINITY_DN21635_c0_g1_i12
TRINITY_DN2139_c0_g1_i2	TRINITY_DN21653_c0_g1_i2
TRINITY_DN213_c0_g1_i7	TRINITY_DN21656_c0_g1_i1
TRINITY_DN213_c1_g2_i1	TRINITY_DN2166_c0_g1_i1
TRINITY_DN213_c2_g1_i4	TRINITY_DN216761_c0_g1_i1
TRINITY_DN21410_c0_g1_i1	TRINITY_DN21681_c1_g2_i1
TRINITY_DN21475_c0_g1_i3	TRINITY_DN2168_c0_g1_i7
TRINITY_DN21481_c0_g1_i1	TRINITY_DN21694_c0_g2_i1
TRINITY_DN2148_c0_g3_i1	TRINITY_DN2169_c0_g2_i1
TRINITY_DN2148_c4_g2_i2	TRINITY_DN2170_c0_g1_i3
TRINITY_DN21513_c0_g2_i1	TRINITY_DN21715_c0_g1_i3
TRINITY_DN21513_c0_g2_i3	TRINITY_DN2171_c0_g1_i7
TRINITY_DN21513_c0_g2_i4	TRINITY_DN2173_c0_g2_i2
TRINITY_DN2152_c0_g2_i1	TRINITY_DN2175_c0_g1_i1
TRINITY_DN21530_c0_g2_i4	TRINITY_DN21763_c1_g1_i1
TRINITY_DN21532_c0_g2_i1	TRINITY_DN217_c1_g2_i2
TRINITY_DN21574_c0_g1_i2	TRINITY_DN2183_c0_g1_i13
TRINITY_DN21574_c0_g1_i5	TRINITY_DN2183_c0_g1_i7
TRINITY_DN2157_c0_g1_i7	TRINITY_DN21846_c0_g1_i2
TRINITY_DN21597_c0_g4_i1	TRINITY_DN21847_c3_g1_i9
TRINITY_DN2160_c0_g2_i3	TRINITY_DN2184_c1_g1_i1
TRINITY_DN2161_c0_g2_i3	TRINITY_DN21854_c0_g2_i3
TRINITY_DN2163_c0_g1_i3	TRINITY_DN2188_c0_g2_i1
TRINITY_DN21640_c0_g2_i1	TRINITY_DN21891_c0_g1_i1
TRINITY_DN2164_c0_g2_i4	TRINITY_DN218_c0_g1_i10
TRINITY_DN2168_c0_g1_i9	TRINITY_DN218_c0_g1_i12
TRINITY_DN21722_c0_g1_i1	TRINITY_DN218_c0_g1_i6
TRINITY_DN21722_c0_g1_i10	TRINITY_DN218_c0_g1_i7
TRINITY_DN21722_c0_g1_i15	TRINITY_DN21904_c0_g1_i1
TRINITY_DN21722_c0_g3_i2	TRINITY_DN2190_c0_g1_i4
TRINITY_DN21767_c0_g1_i1	TRINITY_DN2190_c0_g1_i8
TRINITY_DN2176_c0_g2_i2	TRINITY_DN21925_c0_g3_i1
TRINITY_DN2177_c0_g1_i1	TRINITY_DN2192_c0_g2_i1
TRINITY_DN21799_c0_g1_i27	TRINITY_DN2192_c0_g3_i4
TRINITY_DN2179_c0_g3_i1	TRINITY_DN2192_c1_g1_i1
TRINITY_DN217_c1_g3_i2	TRINITY_DN21947_c0_g1_i1
TRINITY_DN217_c1_g3_i4	TRINITY_DN21981_c0_g1_i1
TRINITY_DN2181_c0_g1_i10	TRINITY_DN21987_c0_g2_i5
TRINITY_DN2181_c0_g1_i2	TRINITY_DN21989_c0_g3_i1
TRINITY_DN2183_c1_g1_i10	TRINITY_DN2200_c0_g1_i2
TRINITY_DN2183_c1_g1_i7	TRINITY_DN2200_c16_g1_i1
TRINITY_DN21850_c0_g1_i2	TRINITY_DN2200_c9_g1_i1
TRINITY_DN2191_c0_g1_i4	TRINITY_DN22014_c0_g2_i5
TRINITY_DN2191_c0_g1_i5	TRINITY_DN22023_c0_g3_i3
TRINITY_DN2191_c0_g1_i6	TRINITY_DN2202_c0_g4_i1
TRINITY_DN2192_c0_g2_i3	TRINITY_DN2204_c0_g1_i4
TRINITY_DN2194_c1_g1_i1	TRINITY_DN2205_c2_g1_i1
TRINITY_DN2195_c0_g1_i3	TRINITY_DN2208_c0_g3_i1
TRINITY_DN21977_c0_g1_i12	TRINITY_DN2212_c0_g1_i2
TRINITY_DN2199_c2_g1_i2	TRINITY_DN2212_c0_g2_i1
TRINITY_DN2199_c2_g1_i6	TRINITY_DN22135_c0_g2_i2
TRINITY_DN219_c0_g2_i1	TRINITY_DN22138_c0_g2_i2
TRINITY_DN21_c0_g3_i1	TRINITY_DN22175_c0_g1_i1
TRINITY_DN21_c0_g6_i1	TRINITY_DN2217_c0_g1_i3
TRINITY_DN21_c3_g1_i1	TRINITY_DN2217_c0_g1_i8
TRINITY_DN22001_c0_g3_i1	TRINITY_DN22185_c0_g2_i3
TRINITY_DN2200_c3_g1_i2	TRINITY_DN2218_c0_g1_i4
TRINITY_DN2200_c4_g1_i2	TRINITY_DN2218_c0_g1_i5
TRINITY_DN2200_c6_g1_i1	TRINITY_DN2219_c0_g1_i2
TRINITY_DN22028_c0_g1_i10	TRINITY_DN2221_c0_g2_i4
TRINITY_DN22028_c0_g1_i11	TRINITY_DN22221_c0_g1_i3
TRINITY_DN2203_c0_g1_i2	TRINITY_DN22232_c0_g3_i1
TRINITY_DN22053_c0_g1_i1	TRINITY_DN22236_c0_g1_i7
TRINITY_DN22057_c0_g1_i4	TRINITY_DN22248_c0_g3_i1
TRINITY_DN2205_c0_g2_i2	TRINITY_DN22249_c0_g1_i3
TRINITY_DN22071_c0_g1_i1	TRINITY_DN2224_c0_g1_i3
TRINITY_DN22071_c0_g1_i6	TRINITY_DN2225_c0_g1_i2
TRINITY_DN22071_c0_g3_i1	TRINITY_DN2225_c0_g1_i5
TRINITY_DN22071_c0_g3_i6	TRINITY_DN2225_c0_g1_i6
TRINITY_DN220_c0_g1_i2	TRINITY_DN22261_c0_g1_i2
TRINITY_DN220_c0_g1_i5	TRINITY_DN2229_c0_g1_i2
TRINITY_DN2213_c0_g2_i12	TRINITY_DN222_c1_g2_i1
TRINITY_DN2213_c0_g2_i5	TRINITY_DN22359_c0_g1_i6
TRINITY_DN22141_c2_g1_i1	TRINITY_DN2235_c0_g2_i1
