C0-I	C1-I
TRINITY_DN30861_c0_g2_i1	TRINITY_DN31608_c2_g1_i1
TRINITY_DN30861_c0_g4_i1	TRINITY_DN3160_c0_g1_i13
TRINITY_DN30908_c0_g2_i1	TRINITY_DN3162_c0_g3_i1
TRINITY_DN30948_c0_g1_i1	TRINITY_DN31630_c0_g1_i1
TRINITY_DN30964_c0_g1_i3	TRINITY_DN3163_c0_g1_i6
TRINITY_DN3096_c0_g1_i1	TRINITY_DN3164_c0_g2_i1
TRINITY_DN3097_c0_g2_i3	TRINITY_DN3171_c0_g1_i2
TRINITY_DN30_c10_g2_i1	TRINITY_DN31757_c0_g1_i1
TRINITY_DN3102_c0_g1_i1	TRINITY_DN3176_c0_g1_i5
TRINITY_DN31043_c0_g1_i1	TRINITY_DN317_c0_g2_i2
TRINITY_DN3105_c0_g2_i1	TRINITY_DN317_c2_g1_i1
TRINITY_DN3105_c0_g2_i8	TRINITY_DN317_c7_g3_i1
TRINITY_DN31079_c0_g1_i6	TRINITY_DN3183_c0_g1_i3
TRINITY_DN3107_c0_g1_i14	TRINITY_DN3188_c0_g1_i19
TRINITY_DN31096_c0_g1_i2	TRINITY_DN3188_c0_g1_i5
TRINITY_DN3109_c0_g1_i2	TRINITY_DN318_c1_g1_i1
TRINITY_DN3109_c0_g2_i1	TRINITY_DN3191_c1_g2_i1
TRINITY_DN310_c0_g1_i1	TRINITY_DN319431_c0_g1_i1
TRINITY_DN310_c2_g2_i2	TRINITY_DN3195_c0_g1_i6
TRINITY_DN310_c8_g1_i5	TRINITY_DN3195_c1_g1_i2
TRINITY_DN3112_c1_g1_i3	TRINITY_DN3196_c0_g2_i2
TRINITY_DN3116_c4_g1_i1	TRINITY_DN31970_c0_g1_i1
TRINITY_DN3117_c0_g4_i1	TRINITY_DN319849_c0_g1_i1
TRINITY_DN31192_c0_g1_i5	TRINITY_DN31984_c0_g1_i1
TRINITY_DN3120_c0_g1_i7	TRINITY_DN3198_c0_g1_i5
TRINITY_DN3122_c0_g1_i1	TRINITY_DN319_c2_g1_i3
TRINITY_DN3123_c4_g2_i1	TRINITY_DN320095_c0_g1_i1
TRINITY_DN31249_c0_g1_i2	TRINITY_DN32091_c0_g1_i1
TRINITY_DN3125_c0_g1_i2	TRINITY_DN320_c0_g4_i1
TRINITY_DN3127_c0_g3_i2	TRINITY_DN320_c1_g1_i1
TRINITY_DN312_c0_g1_i1	TRINITY_DN32147_c0_g4_i1
TRINITY_DN3131_c0_g1_i3	TRINITY_DN3215_c0_g1_i6
TRINITY_DN3131_c0_g1_i5	TRINITY_DN3215_c0_g1_i8
TRINITY_DN3131_c0_g1_i8	TRINITY_DN3216_c0_g1_i2
TRINITY_DN31344_c0_g1_i1	TRINITY_DN3216_c0_g1_i3
TRINITY_DN31344_c0_g1_i3	TRINITY_DN32200_c0_g1_i2
TRINITY_DN3134_c0_g1_i8	TRINITY_DN3221_c0_g3_i4
TRINITY_DN3135_c0_g2_i12	TRINITY_DN32240_c0_g1_i1
TRINITY_DN3135_c0_g2_i18	TRINITY_DN322490_c0_g1_i1
TRINITY_DN3135_c0_g2_i2	TRINITY_DN32294_c0_g1_i6
TRINITY_DN3135_c0_g2_i3	TRINITY_DN322_c1_g1_i4
TRINITY_DN3137_c0_g1_i3	TRINITY_DN32329_c0_g1_i1
TRINITY_DN31416_c0_g1_i1	TRINITY_DN3235_c0_g1_i6
TRINITY_DN31425_c0_g1_i12	TRINITY_DN3236_c0_g3_i1
TRINITY_DN3145_c5_g1_i1	TRINITY_DN3244_c0_g2_i4
TRINITY_DN3146_c1_g1_i1	TRINITY_DN3244_c0_g2_i5
TRINITY_DN3147_c1_g5_i2	TRINITY_DN3244_c2_g1_i2
TRINITY_DN3152_c0_g1_i5	TRINITY_DN3245_c0_g1_i17
TRINITY_DN31557_c0_g1_i1	TRINITY_DN3245_c0_g1_i5
TRINITY_DN3158_c0_g1_i6	TRINITY_DN32469_c0_g1_i2
TRINITY_DN3163_c0_g1_i12	TRINITY_DN3252_c0_g3_i1
TRINITY_DN31647_c0_g1_i1	TRINITY_DN3255_c0_g1_i11
TRINITY_DN31660_c0_g1_i1	TRINITY_DN3255_c0_g1_i3
TRINITY_DN31676_c0_g2_i1	TRINITY_DN3255_c0_g1_i6
TRINITY_DN3167_c1_g1_i2	TRINITY_DN32607_c0_g1_i2
TRINITY_DN3168_c1_g1_i3	TRINITY_DN32686_c0_g2_i1
TRINITY_DN3168_c1_g1_i4	TRINITY_DN32702_c0_g3_i1
TRINITY_DN3169_c0_g1_i1	TRINITY_DN3276_c0_g1_i6
TRINITY_DN3169_c0_g1_i7	TRINITY_DN3278_c0_g1_i1
TRINITY_DN316_c1_g1_i6	TRINITY_DN3279_c0_g2_i5
TRINITY_DN316_c2_g4_i1	TRINITY_DN3287_c1_g4_i1
TRINITY_DN3172_c0_g2_i3	TRINITY_DN32884_c1_g1_i8
TRINITY_DN3172_c0_g3_i1	TRINITY_DN3290_c0_g2_i3
TRINITY_DN3172_c0_g3_i2	TRINITY_DN3293_c0_g1_i3
TRINITY_DN317626_c0_g1_i1	TRINITY_DN329_c2_g1_i7
TRINITY_DN31766_c0_g1_i1	TRINITY_DN329_c2_g1_i9
TRINITY_DN3177_c0_g1_i8	TRINITY_DN3302_c0_g1_i2
TRINITY_DN317_c0_g1_i6	TRINITY_DN33042_c0_g1_i9
TRINITY_DN318150_c0_g1_i1	TRINITY_DN3305_c0_g1_i1
TRINITY_DN3185_c0_g1_i6	TRINITY_DN33065_c0_g1_i3
TRINITY_DN3185_c1_g1_i2	TRINITY_DN330_c0_g1_i1
TRINITY_DN3186_c1_g1_i1	TRINITY_DN330_c0_g1_i11
TRINITY_DN3188_c0_g1_i15	TRINITY_DN330_c0_g1_i12
TRINITY_DN318_c0_g4_i2	TRINITY_DN330_c0_g1_i16
TRINITY_DN3194_c0_g1_i2	TRINITY_DN330_c0_g1_i5
TRINITY_DN3196_c1_g2_i1	TRINITY_DN330_c0_g1_i6
TRINITY_DN3197_c1_g1_i1	TRINITY_DN330_c0_g1_i9
TRINITY_DN319_c0_g4_i1	TRINITY_DN330_c2_g1_i6
TRINITY_DN32000_c0_g1_i1	TRINITY_DN33110_c0_g2_i1
TRINITY_DN3204_c0_g1_i9	TRINITY_DN33115_c0_g1_i1
TRINITY_DN3206_c7_g1_i2	TRINITY_DN3311_c0_g1_i1
TRINITY_DN3210_c6_g1_i3	TRINITY_DN3312_c4_g1_i5
TRINITY_DN32111_c0_g1_i1	TRINITY_DN33151_c0_g2_i2
TRINITY_DN3214_c2_g2_i1	TRINITY_DN3315_c1_g1_i1
TRINITY_DN3215_c2_g1_i8	TRINITY_DN3317_c0_g1_i2
TRINITY_DN32177_c0_g1_i2	TRINITY_DN3318_c0_g1_i4
TRINITY_DN32183_c0_g3_i1	TRINITY_DN33192_c0_g4_i1
TRINITY_DN3219_c0_g1_i1	TRINITY_DN3319_c0_g3_i1
TRINITY_DN321_c0_g2_i4	TRINITY_DN3320_c0_g1_i1
TRINITY_DN321_c1_g3_i4	TRINITY_DN3321_c0_g1_i20
TRINITY_DN3221_c0_g1_i2	TRINITY_DN33269_c0_g1_i2
TRINITY_DN322446_c0_g1_i1	TRINITY_DN3326_c0_g1_i2
TRINITY_DN3224_c1_g1_i7	TRINITY_DN3326_c0_g1_i4
TRINITY_DN322_c0_g4_i2	TRINITY_DN3327_c3_g1_i2
TRINITY_DN3231_c0_g1_i2	TRINITY_DN33332_c0_g1_i6
TRINITY_DN32330_c0_g1_i5	TRINITY_DN3333_c0_g1_i6
TRINITY_DN32368_c1_g1_i1	TRINITY_DN3333_c0_g1_i9
TRINITY_DN3241_c0_g4_i2	TRINITY_DN3337_c0_g1_i1
TRINITY_DN324_c0_g1_i1	TRINITY_DN3339_c0_g1_i5
TRINITY_DN324_c76_g1_i1	TRINITY_DN3339_c1_g1_i4
TRINITY_DN32500_c0_g1_i3	TRINITY_DN3343_c0_g1_i2
TRINITY_DN3251_c0_g1_i4	TRINITY_DN3343_c1_g2_i8
TRINITY_DN3252_c0_g1_i1	TRINITY_DN3343_c5_g3_i2
TRINITY_DN3252_c2_g1_i1	TRINITY_DN33444_c0_g1_i2
TRINITY_DN32570_c0_g1_i4	TRINITY_DN3348_c0_g1_i1
TRINITY_DN3258_c0_g1_i6	TRINITY_DN334_c3_g1_i1
TRINITY_DN3260_c0_g1_i7	TRINITY_DN334_c7_g1_i4
TRINITY_DN32614_c0_g2_i2	TRINITY_DN3351_c0_g1_i40
TRINITY_DN3261_c0_g1_i2	TRINITY_DN3359_c0_g4_i1
TRINITY_DN3262_c1_g1_i1	TRINITY_DN3359_c2_g1_i3
TRINITY_DN326_c0_g2_i2	TRINITY_DN33603_c0_g1_i1
TRINITY_DN326_c0_g2_i6	TRINITY_DN33619_c0_g1_i1
TRINITY_DN3270_c0_g1_i7	TRINITY_DN3364_c0_g2_i3
TRINITY_DN32770_c0_g2_i4	TRINITY_DN336_c0_g1_i9
TRINITY_DN32789_c2_g1_i1	TRINITY_DN3370_c0_g1_i9
TRINITY_DN3278_c1_g1_i7	TRINITY_DN3370_c8_g1_i1
TRINITY_DN3278_c1_g2_i2	TRINITY_DN3372_c1_g1_i2
TRINITY_DN32801_c0_g1_i1	TRINITY_DN3372_c1_g1_i6
TRINITY_DN32801_c0_g1_i3	TRINITY_DN3372_c1_g1_i8
TRINITY_DN3281_c0_g1_i4	TRINITY_DN3372_c1_g2_i1
TRINITY_DN3281_c0_g1_i5	TRINITY_DN3377_c0_g6_i1
TRINITY_DN3281_c0_g1_i9	TRINITY_DN3378_c0_g1_i1
TRINITY_DN32869_c0_g1_i1	TRINITY_DN3380_c0_g2_i1
TRINITY_DN3292_c0_g1_i1	TRINITY_DN3387_c0_g1_i2
TRINITY_DN3292_c0_g1_i2	TRINITY_DN3388_c2_g2_i1
TRINITY_DN3294_c0_g1_i2	TRINITY_DN338_c0_g1_i1
TRINITY_DN3294_c0_g3_i2	TRINITY_DN33917_c0_g1_i4
TRINITY_DN3294_c0_g8_i1	TRINITY_DN3391_c0_g1_i1
TRINITY_DN329_c0_g1_i1	TRINITY_DN339_c0_g1_i2
TRINITY_DN329_c0_g2_i2	TRINITY_DN339_c0_g1_i7
TRINITY_DN33008_c0_g1_i2	TRINITY_DN33_c0_g1_i5
TRINITY_DN3300_c0_g1_i7	TRINITY_DN34036_c2_g3_i2
TRINITY_DN33015_c0_g1_i5	TRINITY_DN34040_c0_g1_i2
TRINITY_DN33051_c0_g1_i1	TRINITY_DN3405_c0_g1_i2
TRINITY_DN33060_c0_g1_i5	TRINITY_DN3406_c2_g1_i7
TRINITY_DN33103_c0_g1_i6	TRINITY_DN3406_c2_g2_i1
TRINITY_DN33138_c0_g1_i2	TRINITY_DN3410_c0_g1_i2
TRINITY_DN3313_c0_g2_i1	TRINITY_DN3410_c0_g2_i1
TRINITY_DN3313_c1_g1_i6	TRINITY_DN3410_c1_g3_i1
TRINITY_DN3315_c0_g1_i2	TRINITY_DN3413_c0_g2_i3
TRINITY_DN3319_c0_g2_i2	TRINITY_DN3415_c0_g1_i15
TRINITY_DN33208_c0_g2_i1	TRINITY_DN3415_c0_g1_i4
TRINITY_DN3322_c0_g1_i14	TRINITY_DN3415_c0_g1_i9
TRINITY_DN3322_c0_g1_i2	TRINITY_DN3416_c0_g1_i5
TRINITY_DN3324_c0_g1_i4	TRINITY_DN34190_c0_g1_i1
TRINITY_DN3327_c0_g1_i1	TRINITY_DN3420_c0_g3_i1
TRINITY_DN3327_c0_g1_i10	TRINITY_DN3422_c0_g2_i1
TRINITY_DN33295_c1_g1_i1	TRINITY_DN3424_c0_g1_i6
TRINITY_DN332_c0_g1_i1	TRINITY_DN342_c0_g1_i9
TRINITY_DN33320_c0_g3_i2	TRINITY_DN342_c0_g2_i1
TRINITY_DN3334_c0_g2_i3	TRINITY_DN34300_c0_g1_i4
TRINITY_DN3334_c1_g1_i1	TRINITY_DN3431_c1_g2_i2
TRINITY_DN3338_c0_g1_i2	TRINITY_DN34394_c1_g1_i4
TRINITY_DN33397_c0_g2_i5	TRINITY_DN3439_c1_g1_i7
TRINITY_DN333_c0_g1_i1	TRINITY_DN34423_c0_g2_i2
TRINITY_DN333_c0_g1_i4	TRINITY_DN3442_c0_g1_i10
TRINITY_DN333_c0_g1_i6	TRINITY_DN3444_c0_g1_i2
TRINITY_DN33413_c0_g1_i1	TRINITY_DN34469_c1_g1_i4
TRINITY_DN33413_c0_g1_i2	TRINITY_DN3446_c0_g1_i15
TRINITY_DN33413_c0_g2_i3	TRINITY_DN34470_c0_g1_i1
TRINITY_DN33437_c0_g2_i1	TRINITY_DN3447_c0_g1_i4
TRINITY_DN33437_c0_g2_i2	TRINITY_DN3447_c0_g1_i8
TRINITY_DN33495_c0_g1_i1	TRINITY_DN34490_c1_g1_i1
TRINITY_DN334_c13_g1_i1	TRINITY_DN34490_c2_g1_i1
TRINITY_DN334_c7_g1_i8	TRINITY_DN344_c0_g2_i3
TRINITY_DN33509_c0_g1_i6	TRINITY_DN3452_c4_g1_i1
TRINITY_DN3352_c0_g1_i3	TRINITY_DN3453_c1_g2_i1
TRINITY_DN3355_c1_g1_i1	TRINITY_DN34566_c0_g2_i1
TRINITY_DN3357_c0_g1_i1	TRINITY_DN3458_c0_g1_i1
TRINITY_DN3358_c0_g1_i1	TRINITY_DN3458_c0_g1_i3
TRINITY_DN3361_c0_g1_i4	TRINITY_DN34616_c0_g3_i1
TRINITY_DN3362_c0_g1_i10	TRINITY_DN34624_c0_g1_i3
TRINITY_DN33632_c0_g1_i5	TRINITY_DN3463_c0_g1_i3
TRINITY_DN33657_c0_g1_i1	TRINITY_DN346_c0_g1_i20
TRINITY_DN3371_c0_g1_i1	TRINITY_DN346_c0_g1_i26
TRINITY_DN3374_c0_g1_i1	TRINITY_DN3470_c1_g1_i2
TRINITY_DN3375_c0_g1_i1	TRINITY_DN3472_c0_g1_i1
TRINITY_DN3376_c0_g3_i1	TRINITY_DN3474_c2_g1_i2
TRINITY_DN3377_c1_g1_i1	TRINITY_DN34753_c0_g1_i2
TRINITY_DN337_c0_g4_i1	TRINITY_DN3479_c0_g5_i1
TRINITY_DN3382_c0_g1_i1	TRINITY_DN347_c0_g8_i1
TRINITY_DN3382_c0_g1_i6	TRINITY_DN34832_c0_g1_i5
TRINITY_DN3384_c0_g1_i12	TRINITY_DN34832_c1_g1_i12
TRINITY_DN33858_c0_g1_i1	TRINITY_DN3483_c0_g1_i2
TRINITY_DN33884_c2_g1_i7	TRINITY_DN3490_c0_g1_i1
TRINITY_DN3388_c1_g1_i5	TRINITY_DN349107_c0_g1_i1
TRINITY_DN3394_c0_g1_i9	TRINITY_DN349219_c0_g1_i1
TRINITY_DN3398_c0_g1_i3	TRINITY_DN3495_c0_g3_i3
TRINITY_DN339_c0_g1_i5	TRINITY_DN3495_c1_g3_i1
TRINITY_DN34028_c0_g1_i1	TRINITY_DN3499_c0_g1_i6
TRINITY_DN34036_c2_g1_i4	TRINITY_DN34_c0_g2_i2
TRINITY_DN3403_c0_g1_i7	TRINITY_DN3502_c0_g1_i1
TRINITY_DN3404_c0_g1_i3	TRINITY_DN3503_c0_g1_i1
TRINITY_DN3406_c0_g3_i1	TRINITY_DN3503_c0_g1_i2
TRINITY_DN3406_c0_g7_i1	TRINITY_DN350_c0_g1_i1
TRINITY_DN3406_c2_g1_i3	TRINITY_DN350_c0_g1_i3
TRINITY_DN34105_c0_g1_i2	TRINITY_DN35129_c0_g1_i3
TRINITY_DN3410_c0_g1_i1	TRINITY_DN3512_c0_g4_i1
TRINITY_DN3410_c1_g1_i4	TRINITY_DN3517_c0_g1_i6
TRINITY_DN3411_c0_g3_i5	TRINITY_DN3517_c0_g1_i7
TRINITY_DN3411_c1_g1_i1	TRINITY_DN351_c0_g3_i9
TRINITY_DN3411_c3_g2_i1	TRINITY_DN35236_c0_g1_i1
TRINITY_DN3412_c0_g1_i2	TRINITY_DN3525_c0_g1_i14
TRINITY_DN3412_c0_g1_i6	TRINITY_DN3529_c1_g1_i5
TRINITY_DN34146_c1_g1_i2	TRINITY_DN352_c0_g1_i1
TRINITY_DN3417_c0_g1_i1	TRINITY_DN3541_c0_g1_i1
TRINITY_DN34188_c0_g1_i9	TRINITY_DN35448_c0_g1_i1
TRINITY_DN3418_c0_g1_i2	TRINITY_DN3544_c0_g1_i1
TRINITY_DN3419_c0_g1_i11	TRINITY_DN3545_c0_g1_i4
TRINITY_DN3419_c0_g2_i9	TRINITY_DN35465_c0_g2_i6
TRINITY_DN341_c2_g1_i1	TRINITY_DN3548_c0_g2_i1
TRINITY_DN34213_c0_g1_i2	TRINITY_DN3556_c1_g1_i3
TRINITY_DN34221_c0_g1_i3	TRINITY_DN3556_c2_g1_i3
TRINITY_DN34221_c0_g2_i2	TRINITY_DN3557_c0_g1_i12
TRINITY_DN342_c0_g1_i2	TRINITY_DN355_c0_g1_i16
TRINITY_DN342_c2_g1_i9	TRINITY_DN35622_c0_g1_i2
TRINITY_DN34376_c0_g1_i1	TRINITY_DN3571_c0_g1_i4
TRINITY_DN34394_c2_g1_i4	TRINITY_DN3575_c0_g1_i10
TRINITY_DN34423_c0_g3_i1	TRINITY_DN3575_c0_g1_i2
TRINITY_DN3442_c0_g2_i2	TRINITY_DN3575_c0_g2_i1
TRINITY_DN3445_c0_g1_i11	TRINITY_DN3575_c0_g2_i2
TRINITY_DN34470_c1_g1_i1	TRINITY_DN35825_c0_g1_i2
TRINITY_DN3447_c1_g1_i3	TRINITY_DN3582_c1_g1_i2
TRINITY_DN3452_c2_g3_i1	TRINITY_DN3582_c1_g1_i7
TRINITY_DN3454_c0_g1_i1	TRINITY_DN35838_c1_g1_i1
TRINITY_DN3455_c0_g1_i3	TRINITY_DN3589_c0_g1_i12
TRINITY_DN3459_c0_g1_i3	TRINITY_DN3591_c0_g1_i10
TRINITY_DN3460_c0_g1_i3	TRINITY_DN3591_c0_g1_i13
TRINITY_DN34616_c0_g1_i1	TRINITY_DN3591_c0_g1_i14
TRINITY_DN3463_c0_g1_i4	TRINITY_DN3591_c0_g1_i16
TRINITY_DN3466_c0_g1_i2	TRINITY_DN3591_c0_g1_i6
TRINITY_DN3469_c0_g1_i22	TRINITY_DN3591_c0_g1_i7
TRINITY_DN346_c0_g1_i5	TRINITY_DN359223_c0_g1_i1
TRINITY_DN34705_c1_g2_i1	TRINITY_DN3593_c0_g2_i1
TRINITY_DN34726_c1_g2_i2	TRINITY_DN3594_c1_g1_i1
TRINITY_DN3478_c0_g4_i1	TRINITY_DN35984_c1_g4_i1
TRINITY_DN3479_c0_g1_i2	TRINITY_DN3601_c0_g2_i4
TRINITY_DN3479_c0_g1_i3	TRINITY_DN3602_c0_g1_i1
TRINITY_DN34804_c0_g1_i1	TRINITY_DN36076_c0_g1_i3
TRINITY_DN3485_c0_g2_i17	TRINITY_DN36076_c0_g1_i4
TRINITY_DN348853_c0_g1_i1	TRINITY_DN3608_c1_g1_i10
TRINITY_DN34894_c1_g2_i1	TRINITY_DN3614_c0_g1_i5
TRINITY_DN3492_c1_g1_i1	TRINITY_DN3617_c0_g1_i1
TRINITY_DN34936_c0_g2_i1	TRINITY_DN3619_c0_g1_i3
TRINITY_DN34950_c0_g1_i3	TRINITY_DN36264_c0_g1_i4
TRINITY_DN34959_c0_g3_i2	TRINITY_DN3626_c1_g3_i1
TRINITY_DN3495_c1_g1_i3	TRINITY_DN36334_c2_g1_i1
TRINITY_DN3495_c1_g1_i5	TRINITY_DN36339_c2_g1_i1
TRINITY_DN3496_c0_g1_i3	TRINITY_DN36343_c0_g1_i1
TRINITY_DN34983_c0_g1_i2	TRINITY_DN36372_c1_g1_i1
TRINITY_DN34983_c0_g1_i3	TRINITY_DN36392_c0_g2_i2
TRINITY_DN34_c1_g1_i1	TRINITY_DN36398_c1_g1_i1
TRINITY_DN34_c1_g2_i1	TRINITY_DN36403_c0_g1_i2
TRINITY_DN34_c1_g4_i2	TRINITY_DN3641_c0_g2_i2
TRINITY_DN34_c1_g4_i3	TRINITY_DN36422_c0_g1_i4
TRINITY_DN34_c4_g1_i2	TRINITY_DN36432_c0_g2_i3
TRINITY_DN34_c6_g1_i1	TRINITY_DN3647_c0_g1_i1
TRINITY_DN350176_c0_g1_i1	TRINITY_DN3648_c0_g1_i5
TRINITY_DN3501_c0_g1_i10	TRINITY_DN364_c0_g1_i12
TRINITY_DN3501_c0_g1_i15	TRINITY_DN3650_c1_g1_i3
TRINITY_DN3501_c1_g2_i3	TRINITY_DN3654_c0_g1_i1
TRINITY_DN3501_c1_g2_i4	TRINITY_DN3654_c0_g1_i4
TRINITY_DN3505_c0_g1_i2	TRINITY_DN3655_c0_g1_i1
TRINITY_DN3507_c0_g1_i1	TRINITY_DN3655_c0_g2_i2
TRINITY_DN350_c1_g2_i1	TRINITY_DN3655_c1_g1_i9
TRINITY_DN3512_c7_g1_i1	TRINITY_DN3656_c0_g1_i10
TRINITY_DN35132_c0_g2_i4	TRINITY_DN3657_c0_g1_i3
TRINITY_DN35185_c0_g1_i1	TRINITY_DN36657_c0_g1_i1
TRINITY_DN35224_c0_g1_i5	TRINITY_DN36676_c0_g1_i1
TRINITY_DN35248_c0_g1_i5	TRINITY_DN36697_c0_g1_i1
TRINITY_DN35286_c0_g1_i1	TRINITY_DN3670_c0_g1_i13
TRINITY_DN35318_c0_g1_i1	TRINITY_DN36713_c0_g2_i1
TRINITY_DN3532_c1_g1_i4	TRINITY_DN36734_c1_g1_i1
TRINITY_DN3535_c0_g1_i2	TRINITY_DN3673_c1_g1_i9
TRINITY_DN3535_c0_g1_i4	TRINITY_DN3673_c2_g1_i4
TRINITY_DN35395_c0_g2_i2	TRINITY_DN3675_c0_g2_i4
TRINITY_DN35417_c0_g3_i1	TRINITY_DN3677_c0_g1_i2
TRINITY_DN35461_c0_g1_i1	TRINITY_DN36868_c0_g2_i3
TRINITY_DN3546_c0_g4_i2	TRINITY_DN3686_c0_g1_i2
TRINITY_DN354_c0_g1_i3	TRINITY_DN368_c0_g1_i1
TRINITY_DN354_c10_g2_i11	TRINITY_DN368_c0_g1_i10
TRINITY_DN354_c11_g1_i6	TRINITY_DN368_c0_g1_i11
TRINITY_DN354_c1_g1_i12	TRINITY_DN368_c0_g2_i3
TRINITY_DN35522_c0_g1_i2	TRINITY_DN368_c0_g3_i1
TRINITY_DN35575_c0_g3_i1	TRINITY_DN3692_c0_g1_i2
TRINITY_DN35579_c0_g1_i1	TRINITY_DN3697_c1_g1_i1
TRINITY_DN3561_c2_g1_i2	TRINITY_DN37029_c0_g1_i1
TRINITY_DN3564_c0_g1_i5	TRINITY_DN37053_c1_g1_i2
TRINITY_DN3567_c0_g1_i9	TRINITY_DN3705_c0_g1_i14
TRINITY_DN3572_c0_g2_i3	TRINITY_DN3705_c1_g1_i2
TRINITY_DN3579_c0_g2_i1	TRINITY_DN3706_c0_g1_i5
TRINITY_DN3579_c0_g3_i1	TRINITY_DN37081_c0_g1_i3
TRINITY_DN3580_c0_g1_i1	TRINITY_DN3710_c2_g1_i1
TRINITY_DN3580_c0_g2_i1	TRINITY_DN37117_c0_g1_i1
TRINITY_DN3582_c1_g2_i3	TRINITY_DN3711_c0_g1_i3
TRINITY_DN3583_c0_g1_i5	TRINITY_DN3711_c0_g1_i6
TRINITY_DN3587_c0_g1_i4	TRINITY_DN3714_c0_g1_i1
TRINITY_DN3588_c4_g1_i1	TRINITY_DN3719_c3_g1_i1
TRINITY_DN35918_c0_g1_i1	TRINITY_DN37232_c0_g1_i1
TRINITY_DN3593_c0_g1_i9	TRINITY_DN3724_c0_g1_i1
TRINITY_DN3593_c0_g3_i2	TRINITY_DN3725_c0_g3_i1
TRINITY_DN35969_c0_g2_i1	TRINITY_DN3727_c0_g1_i3
TRINITY_DN3596_c0_g1_i2	TRINITY_DN37280_c0_g1_i3
TRINITY_DN3596_c0_g1_i3	TRINITY_DN3728_c0_g1_i8
TRINITY_DN35982_c0_g1_i6	TRINITY_DN3731_c0_g1_i2
TRINITY_DN35984_c1_g1_i1	TRINITY_DN3732_c0_g1_i1
TRINITY_DN35984_c1_g1_i6	TRINITY_DN3733_c0_g1_i4
TRINITY_DN359_c0_g1_i9	TRINITY_DN3735_c0_g1_i1
TRINITY_DN35_c0_g1_i1	TRINITY_DN3739_c0_g1_i3
TRINITY_DN35_c0_g2_i1	TRINITY_DN3739_c0_g2_i1
TRINITY_DN36032_c0_g1_i3	TRINITY_DN3739_c0_g2_i4
TRINITY_DN36045_c0_g2_i2	TRINITY_DN3739_c0_g2_i5
TRINITY_DN36045_c0_g2_i3	TRINITY_DN37402_c0_g1_i1
TRINITY_DN3606_c0_g1_i9	TRINITY_DN37410_c0_g1_i1
TRINITY_DN361219_c0_g1_i1	TRINITY_DN37431_c0_g1_i1
TRINITY_DN36128_c0_g1_i10	TRINITY_DN3747_c0_g1_i1
TRINITY_DN3614_c0_g1_i6	TRINITY_DN3747_c0_g1_i2
TRINITY_DN3614_c2_g1_i3	TRINITY_DN37484_c0_g1_i1
TRINITY_DN3623_c0_g1_i6	TRINITY_DN37500_c2_g1_i3
TRINITY_DN36255_c0_g1_i2	TRINITY_DN3750_c0_g1_i1
TRINITY_DN36257_c0_g1_i1	TRINITY_DN3750_c0_g1_i5
TRINITY_DN3625_c1_g1_i9	TRINITY_DN3752_c0_g1_i14
TRINITY_DN362_c0_g3_i1	TRINITY_DN3753_c0_g1_i12
TRINITY_DN362_c0_g3_i2	TRINITY_DN3753_c0_g1_i4
TRINITY_DN36343_c0_g1_i3	TRINITY_DN3754_c0_g1_i1
TRINITY_DN3634_c0_g1_i7	TRINITY_DN3757_c0_g1_i13
TRINITY_DN3634_c0_g2_i1	TRINITY_DN3757_c0_g1_i3
TRINITY_DN3636_c0_g1_i2	TRINITY_DN375_c0_g1_i1
TRINITY_DN3637_c0_g1_i11	TRINITY_DN3761_c0_g1_i11
TRINITY_DN36466_c1_g2_i1	TRINITY_DN3761_c0_g2_i1
TRINITY_DN3646_c0_g1_i1	TRINITY_DN3762_c0_g1_i2
TRINITY_DN36477_c0_g1_i2	TRINITY_DN3762_c0_g1_i3
TRINITY_DN36485_c0_g1_i1	TRINITY_DN3762_c1_g1_i1
TRINITY_DN36491_c0_g1_i3	TRINITY_DN3764_c0_g1_i2
TRINITY_DN3649_c0_g2_i1	TRINITY_DN3766_c2_g1_i2
TRINITY_DN3649_c0_g2_i12	TRINITY_DN377_c0_g2_i3
TRINITY_DN3653_c0_g1_i7	TRINITY_DN377_c1_g3_i1
TRINITY_DN3654_c0_g1_i7	TRINITY_DN3781_c0_g1_i1
TRINITY_DN3658_c0_g3_i1	TRINITY_DN3783_c1_g1_i1
TRINITY_DN3660_c1_g1_i1	TRINITY_DN3785_c0_g1_i3
TRINITY_DN3660_c1_g2_i1	TRINITY_DN3787_c6_g1_i2
TRINITY_DN3661_c0_g1_i5	TRINITY_DN3788_c0_g1_i6
TRINITY_DN3662_c0_g1_i6	TRINITY_DN37898_c0_g1_i1
TRINITY_DN3666_c0_g1_i19	TRINITY_DN3795_c0_g2_i2
TRINITY_DN3668_c0_g1_i3	TRINITY_DN3796_c0_g1_i2
TRINITY_DN3669_c1_g2_i3	TRINITY_DN3798_c0_g1_i10
TRINITY_DN3669_c1_g2_i6	TRINITY_DN3798_c0_g1_i14
TRINITY_DN36704_c1_g1_i6	TRINITY_DN3798_c1_g1_i1
TRINITY_DN3670_c0_g1_i5	TRINITY_DN3799_c0_g1_i2
TRINITY_DN36721_c0_g1_i1	TRINITY_DN38003_c0_g1_i1
TRINITY_DN3676_c0_g1_i4	TRINITY_DN38008_c0_g1_i2
TRINITY_DN36788_c0_g1_i2	TRINITY_DN3801_c0_g1_i4
