transcript_id TPM FPKM fold.change log2.FC
TRINITY_DN129465_c0_g1_i19 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN129725_c0_g1_i1 0.05 0.05 0.0286908781750999 -5.12326406274615
TRINITY_DN1298_c2_g2_i3 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN130010_c0_g2_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN130244_c0_g1_i2 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN130421_c1_g3_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN1304_c1_g1_i17 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN130691_c0_g1_i2 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN13115_c1_g1_i4 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN13163_c0_g5_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN131738_c0_g1_i3 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN13195_c1_g3_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN13198_c0_g1_i1 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN132671_c3_g1_i1 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN13273_c0_g4_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN133000_c0_g1_i1 0.05 0.04 0.0286908781750999 -5.12326406274615
TRINITY_DN13325_c0_g2_i3 0.04 0.03 0.0229527025400799 -5.44519215763351
TRINITY_DN13325_c0_g2_i4 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN13329_c0_g1_i11 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN133407_c0_g1_i15 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN13373_c2_g1_i5 0.01 0.01 0.00573817563501997 -7.44519215763351
TRINITY_DN13380_c0_g2_i10 0.04 0.04 0.0229527025400799 -5.44519215763351
TRINITY_DN134226_c0_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN134373_c0_g2_i4 0.02 0.02 0.0114763512700399 -6.44519215763351
TRINITY_DN1344_c0_g1_i2 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN13468_c0_g1_i4 0.03 0.03 0.0172145269050599 -5.86022965691236
TRINITY_DN134964_c1_g1_i1 0.03 0.03 0.0172145269050599 -5.86022965691236
